Date,Time,Record,Temperature,Conductivity,pH,Turbidity,Dissolved Oxygen,,,,
3/02/13,12:20:00 PM,295,23.08,401,7.21,0.6,82.3,,,,
3/02/13,12:30:00 PM,296,23.12,401,7.21,0.5,81.6,,,,
3/02/13,12:40:00 PM,297,23.2,401,7.21,0.6,82.1,,,,
3/02/13,12:50:00 PM,298,23.25,402,7.22,0.8,82.3,,,,
3/02/13,1:00:00 PM,299,23.28,402,7.23,0.5,81.7,,,,
3/02/13,1:10:00 PM,300,23.33,402,7.21,0.5,82.8,,,,
3/02/13,1:20:00 PM,301,23.4,403,7.23,0.5,82.7,,,,
3/02/13,1:30:00 PM,302,23.41,403,7.23,0.6,83,,,,
3/02/13,1:40:00 PM,303,23.46,402,7.23,0.5,83.2,,,,
3/02/13,1:50:00 PM,304,23.49,404,7.23,0.5,82.6,,,,
3/02/13,2:00:00 PM,305,23.52,404,7.24,0.5,83.2,,,,
3/02/13,2:10:00 PM,306,23.57,405,7.24,0.4,82.2,,,,
3/02/13,2:20:00 PM,307,23.58,404,7.24,0.5,82.8,,,,
3/02/13,2:30:00 PM,308,23.62,405,7.24,0.4,82.9,,,,
3/02/13,2:40:00 PM,309,23.62,405,7.24,0.6,82.8,,,,
3/02/13,2:50:00 PM,310,23.64,405,7.24,0.4,82.6,,,,
3/02/13,3:00:00 PM,311,23.64,405,7.24,0.4,82.4,,,,
3/02/13,3:10:00 PM,312,23.65,406,7.23,0.4,82.2,,,,
3/02/13,3:20:00 PM,313,23.65,406,7.23,0.4,82.4,,,,
3/02/13,3:30:00 PM,314,23.63,406,7.23,0.3,81.9,,,,
3/02/13,3:40:00 PM,315,23.64,406,7.23,0.5,82.2,,,,
3/02/13,3:50:00 PM,316,23.63,407,7.23,0.5,81.5,,,,
3/02/13,4:00:00 PM,317,23.62,408,7.23,0.3,81.9,,,,
3/02/13,4:10:00 PM,318,23.6,408,7.23,0.4,81.7,,,,
3/02/13,4:20:00 PM,319,23.59,408,7.23,0.5,81.3,,,,
3/02/13,4:30:00 PM,320,23.57,408,7.22,0.4,81.2,,,,
3/02/13,4:40:00 PM,321,23.56,409,7.22,0.3,82,,,,
3/02/13,4:50:00 PM,322,23.53,409,7.22,0.3,81.5,,,,
3/02/13,5:00:00 PM,323,23.52,409,7.22,0.4,81.3,,,,
3/02/13,5:10:00 PM,324,23.5,410,7.22,0.4,80.6,,,,
3/02/13,5:20:00 PM,325,23.48,410,7.22,0.3,80.8,,,,
3/02/13,5:30:00 PM,326,23.46,410,7.22,0.3,80.8,,,,
3/02/13,5:40:00 PM,327,23.43,409,7.23,0.4,80.9,,,,
3/02/13,5:50:00 PM,328,23.43,409,7.22,0.2,80.7,,,,
3/02/13,6:00:00 PM,329,23.4,410,7.22,0.4,80.8,,,,
3/02/13,6:10:00 PM,330,23.38,410,7.22,0.3,80.1,,,,
3/02/13,6:20:00 PM,331,23.37,410,7.22,0.3,79.9,,,,
3/02/13,6:30:00 PM,332,23.34,411,7.22,0.3,80.5,,,,
3/02/13,6:40:00 PM,333,23.31,410,7.22,0.4,79.7,,,,
3/02/13,6:50:00 PM,334,23.29,412,7.22,0.6,80.1,,,,
3/02/13,7:00:00 PM,335,23.27,411,7.22,0.2,79.8,,,,
3/02/13,7:10:00 PM,336,23.24,412,7.21,0.6,79.7,,,,
3/02/13,7:20:00 PM,337,23.21,411,7.22,0.4,79.4,,,,
3/02/13,7:30:00 PM,338,23.19,412,7.22,0.4,79.7,,,,
3/02/13,7:40:00 PM,339,23.16,411,7.22,0.3,78.8,,,,
3/02/13,7:50:00 PM,340,23.14,412,7.22,0.2,79.2,,,,
3/02/13,8:00:00 PM,341,23.12,412,7.21,0.2,79.1,,,,
3/02/13,8:10:00 PM,342,23.09,412,7.21,0.3,79.4,,,,
3/02/13,8:20:00 PM,343,23.07,412,7.21,0.3,77.8,,,,
3/02/13,8:30:00 PM,344,23.03,412,7.21,0.2,78.9,,,,
3/02/13,8:40:00 PM,345,23.01,413,7.22,0.3,78.4,,,,
3/02/13,8:50:00 PM,346,22.98,414,7.22,0.2,79,,,,
3/02/13,9:00:00 PM,347,22.96,414,7.22,0.3,77.2,,,,
3/02/13,9:10:00 PM,348,22.93,414,7.21,0.2,78.1,,,,
3/02/13,9:20:00 PM,349,22.91,414,7.21,0.4,78.3,,,,
3/02/13,9:30:00 PM,350,22.87,413,7.22,0.3,78.8,,,,
3/02/13,9:40:00 PM,351,22.86,415,7.22,0.3,78.1,,,,
3/02/13,9:50:00 PM,352,22.85,414,7.21,0.2,78.1,,,,
3/02/13,10:00:00 PM,353,22.82,414,7.21,0.2,78.6,,,,
3/02/13,10:10:00 PM,354,22.8,414,7.21,0.1,78.6,,,,
3/02/13,10:20:00 PM,355,22.77,414,7.21,0.3,78.5,,,,
3/02/13,10:30:00 PM,356,22.75,414,7.21,0.1,78.6,,,,
3/02/13,10:40:00 PM,357,22.72,414,7.21,0.3,78.1,,,,
3/02/13,10:50:00 PM,358,22.7,415,7.21,0.1,77.9,,,,
3/02/13,11:00:00 PM,359,22.68,415,7.21,0.1,78.1,,,,
3/02/13,11:10:00 PM,360,22.65,415,7.21,0.1,78.5,,,,
3/02/13,11:20:00 PM,361,22.64,415,7.2,0.3,78.1,,,,
3/02/13,11:30:00 PM,362,22.6,415,7.2,0.1,77,,,,
3/02/13,11:40:00 PM,363,22.58,416,7.21,0.2,77.2,,,,
3/02/13,11:50:00 PM,364,22.55,416,7.2,0.1,77.8,,,,
4/02/13,12:00:00 AM,365,22.52,416,7.2,0.2,77.9,,,,
4/02/13,12:10:00 AM,366,22.5,416,7.2,0.2,77.9,,,,
4/02/13,12:20:00 AM,367,22.47,417,7.2,0,78.1,,,,
4/02/13,12:30:00 AM,368,22.46,417,7.2,0.2,77.7,,,,
4/02/13,12:40:00 AM,369,22.44,417,7.2,0.5,77.6,,,,
4/02/13,12:50:00 AM,370,22.4,418,7.21,0.7,77.5,,,,
4/02/13,1:00:00 AM,371,22.37,418,7.2,0.3,77,,,,
4/02/13,1:10:00 AM,372,22.34,418,7.21,0.3,77.4,,,,
4/02/13,1:20:00 AM,373,22.31,418,7.21,0.1,77.3,,,,
4/02/13,1:30:00 AM,374,22.29,417,7.2,0,77.8,,,,
4/02/13,1:40:00 AM,375,22.27,419,7.2,0.2,77.7,,,,
4/02/13,1:50:00 AM,376,22.23,418,7.2,0.1,77,,,,
4/02/13,2:00:00 AM,377,22.21,418,7.2,0.1,77.9,,,,
4/02/13,2:10:00 AM,378,22.16,418,7.2,0.2,78,,,,
4/02/13,2:20:00 AM,379,22.13,419,7.2,0.1,76.6,,,,
4/02/13,2:30:00 AM,380,22.09,418,7.2,0.1,77.4,,,,
4/02/13,2:40:00 AM,381,22.07,418,7.2,0.1,77.5,,,,
4/02/13,2:50:00 AM,382,22.04,419,7.2,0.1,76.8,,,,
4/02/13,3:00:00 AM,383,22,418,7.2,0.3,77.3,,,,
4/02/13,3:10:00 AM,384,21.97,419,7.2,0.1,77.4,,,,
4/02/13,3:20:00 AM,385,21.95,418,7.2,0,77.5,,,,
4/02/13,3:30:00 AM,386,21.92,419,7.2,0,77.2,,,,
4/02/13,3:40:00 AM,387,21.89,419,7.2,0.1,77,,,,
4/02/13,3:50:00 AM,388,21.84,420,7.2,0.1,76.3,,,,
4/02/13,4:00:00 AM,389,21.82,419,7.2,0.1,76.5,,,,
4/02/13,4:10:00 AM,390,21.79,420,7.2,0.2,75.9,,,,
4/02/13,4:20:00 AM,391,21.77,419,7.2,0.1,77.5,,,,
4/02/13,4:30:00 AM,392,21.74,419,7.2,0.1,77.2,,,,
4/02/13,4:40:00 AM,393,21.71,420,7.2,0.1,77.5,,,,
4/02/13,4:50:00 AM,394,21.68,420,7.2,0.2,76.7,,,,
4/02/13,5:00:00 AM,395,21.66,420,7.21,0.1,74.9,,,,
4/02/13,5:10:00 AM,396,21.64,420,7.2,0.1,77.4,,,,
4/02/13,5:20:00 AM,397,21.62,421,7.2,0,76.5,,,,
4/02/13,5:30:00 AM,398,21.6,421,7.2,6.5,76.8,,,,
4/02/13,5:40:00 AM,399,21.56,421,7.21,0,78.3,,,,
4/02/13,5:50:00 AM,400,21.55,422,7.21,0.2,77.4,,,,
4/02/13,6:00:00 AM,401,21.53,421,7.2,0.1,76.8,,,,
4/02/13,6:10:00 AM,402,21.52,422,7.2,0.5,76.8,,,,
4/02/13,6:20:00 AM,403,21.5,421,7.21,0,76.5,,,,
4/02/13,6:30:00 AM,404,21.49,422,7.21,0.1,76.3,,,,
4/02/13,6:40:00 AM,405,21.45,422,7.21,0.2,78,,,,
4/02/13,6:50:00 AM,406,21.45,423,7.21,0.1,78.1,,,,
4/02/13,7:00:00 AM,407,21.44,422,7.21,0.3,77.6,,,,
4/02/13,7:10:00 AM,408,21.43,422,7.21,0.1,78,,,,
4/02/13,7:20:00 AM,409,21.43,422,7.21,0,77,,,,
4/02/13,7:30:00 AM,410,21.43,423,7.21,0.1,76.7,,,,
4/02/13,7:40:00 AM,411,21.42,422,7.22,0.1,78.8,,,,
4/02/13,7:50:00 AM,412,21.42,422,7.21,0.1,78.3,,,,
4/02/13,8:00:00 AM,413,21.41,422,7.22,0.1,78.8,,,,
4/02/13,8:10:00 AM,414,21.42,422,7.22,0.2,78.6,,,,
4/02/13,8:20:00 AM,415,21.42,422,7.22,0.3,78.7,,,,
4/02/13,8:30:00 AM,416,21.43,422,7.22,0.1,79.2,,,,
4/02/13,8:40:00 AM,417,21.43,424,7.22,0,78.3,,,,
4/02/13,8:50:00 AM,418,21.44,423,7.22,0.1,78.2,,,,
4/02/13,9:00:00 AM,419,21.45,422,7.22,0.1,78.7,,,,
4/02/13,9:10:00 AM,420,21.46,425,7.22,0.1,78.7,,,,
4/02/13,9:20:00 AM,421,21.48,424,7.22,0,79.4,,,,
4/02/13,9:30:00 AM,422,21.49,423,7.25,2.5,80.7,,,,
4/02/13,9:40:00 AM,423,21.51,423,7.23,0.4,80.5,,,,
4/02/13,9:50:00 AM,424,21.53,423,7.23,0,79.4,,,,
4/02/13,10:00:00 AM,425,21.56,424,7.22,0.1,79.5,,,,
4/02/13,10:10:00 AM,426,21.58,424,7.22,0,80,,,,
4/02/13,10:20:00 AM,427,21.62,424,7.23,0,79.7,,,,
4/02/13,10:30:00 AM,428,21.64,424,7.22,-0.1,81.3,,,,
4/02/13,10:40:00 AM,429,21.74,424,7.23,0,82.3,,,,
4/02/13,10:50:00 AM,430,21.8,424,7.24,-0.1,81.2,,,,
4/02/13,11:00:00 AM,431,21.91,424,7.24,-0.1,82.9,,,,
4/02/13,11:10:00 AM,432,21.98,425,7.24,-0.1,82.4,,,,
4/02/13,11:20:00 AM,433,22.08,425,7.25,0,83.2,,,,
4/02/13,11:30:00 AM,434,22.16,425,7.25,0,83.3,,,,
4/02/13,11:40:00 AM,435,22.25,425,7.25,0,83.1,,,,
4/02/13,11:50:00 AM,436,22.31,425,7.25,-0.1,82.6,,,,
4/02/13,12:00:00 PM,437,22.39,426,7.25,0,82.7,,,,
4/02/13,12:10:00 PM,0,0,0,0,0,0,,,,
4/02/13,12:20:00 PM,1,22.42,426,7.25,-0.1,82.5,,,,
4/02/13,12:30:00 PM,2,22.43,426,7.25,0,83,,,,
4/02/13,12:40:00 PM,3,22.44,426,7.25,0,82.3,,,,
4/02/13,12:50:00 PM,4,22.46,427,7.25,-0.1,82.3,,,,
4/02/13,1:00:00 PM,5,22.48,427,7.26,0.1,81.4,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
