"","Date","Time","Record","Temperature","Pressure","Level","CellEnd","Velocity1","Velocity2","VelocityX","SigNoise","Flow"
"698",2013-06-16,"07:10:00 AM",10357,14.91,0,6.364,4.5,0,0,0,26.9,0
"699",2013-06-16,"07:20:00 AM",10358,14.9,0,6.365,4.5,0,0,0,27.1,0
"700",2013-06-16,"07:30:00 AM",10359,14.9,0,6.365,4.5,0,0,0,27.3,0
"701",2013-06-16,"07:40:00 AM",10360,14.87,0,6.365,4.5,0,0,0,27.3,0
"702",2013-06-16,"07:50:00 AM",10361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",2013-06-16,"08:00:00 AM",10362,14.85,0,6.365,4.5,0,0,0,27.1,0
"704",2013-06-16,"08:10:00 AM",10363,14.83,0,6.365,4.5,0,0,0,27.1,0
"705",2013-06-16,"08:20:00 AM",10364,14.83,0,6.365,4.5,0,0,0,26.9,0
"706",2013-06-16,"08:30:00 AM",10365,14.82,0,6.365,4.5,0,0,0,26.9,0
"707",2013-06-16,"08:40:00 AM",10366,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",2013-06-16,"08:50:00 AM",10367,14.83,0,6.365,4.5,0,0,0,26.9,0
"709",2013-06-16,"09:00:00 AM",10368,14.83,0,6.365,4.5,0,0,0,27.5,0
"710",2013-06-16,"09:10:00 AM",10369,14.84,0,6.365,4.5,0,0,0,27.3,0
"711",2013-06-16,"09:20:00 AM",10370,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",2013-06-16,"09:30:00 AM",10371,14.83,0,6.365,4.5,0,0,0,26.9,0
"713",2013-06-16,"09:40:00 AM",10372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",2013-06-16,"09:50:00 AM",10373,14.85,0,6.365,4.5,0,0,0,26.4,0
"715",2013-06-16,"10:00:00 AM",10374,14.84,0,6.364,4.5,0,0,0,26.4,0
"716",2013-06-16,"10:10:00 AM",10375,14.85,0,6.364,4.5,0,0,0,26,0
"717",2013-06-16,"10:20:00 AM",10376,14.86,0,6.364,4.5,0,0,0,25.8,0
"718",2013-06-16,"10:30:00 AM",10377,14.86,0,6.364,4.5,0,0,0,26.9,0
"719",2013-06-16,"10:40:00 AM",10378,14.88,0,6.364,4.5,0,0,0,26.4,0
"720",2013-06-16,"10:50:00 AM",10379,14.92,0,6.364,4.5,0,0,0,26.9,0
"721",2013-06-16,"11:00:00 AM",10380,14.94,0,6.364,4.5,0,0,0,26.4,0
"722",2013-06-16,"11:10:00 AM",10381,14.99,0,6.364,4.5,0,0,0,26.4,0
"723",2013-06-16,"11:20:00 AM",10382,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",2013-06-16,"11:30:00 AM",10383,15.07,0,6.364,4.5,0,0,0,26.9,0
"725",2013-06-16,"11:40:00 AM",10384,15.13,0,6.364,4.5,0,0,0,26.2,0
"726",2013-06-16,"11:50:00 AM",10385,15.2,0,6.364,4.5,0,0,0,26.7,0
"727",2013-06-16,"12:00:00 PM",10386,15.3,0,6.364,4.5,0,0,0,26.7,0
"728",2013-06-16,"12:10:00 PM",10387,15.32,0,6.364,4.5,0,0,0,26.2,0
"729",2013-06-16,"12:20:00 PM",10388,15.37,0,6.364,4.5,0,0,0,26.2,0
"730",2013-06-16,"12:30:00 PM",10389,15.39,0,6.364,4.5,0,0,0,26,0
"731",2013-06-16,"12:40:00 PM",10390,15.41,0,6.364,4.5,0,0,0,25.8,0
"732",2013-06-16,"12:50:00 PM",10391,15.43,0,6.364,4.5,0,0,0,26,0
"733",2013-06-16,"01:00:00 PM",10392,15.48,0,6.364,4.5,0,0,0,26.2,0
"734",2013-06-16,"01:10:00 PM",10393,15.49,0,6.364,4.5,0,0,0,25.8,0
"735",2013-06-16,"01:20:00 PM",10394,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",2013-06-16,"01:30:00 PM",10395,15.52,0,6.364,4.5,0,0,0,26.4,0
"737",2013-06-16,"01:40:00 PM",10396,15.56,0,6.364,4.5,0,0,0,26,0
"738",2013-06-16,"01:50:00 PM",10397,15.62,0,6.364,4.5,1.5,NA,1.5,26.4,0.048
"739",2013-06-16,"02:00:00 PM",10398,15.68,0,6.364,4.5,3.2,0.8,3.3,26.4,0.103
"740",2013-06-16,"02:10:00 PM",10399,15.74,0,6.364,4.5,2.3,0.4,2.3,26.9,0.074
"741",2013-06-16,"02:20:00 PM",10400,15.76,0,6.364,4.5,0.9,NA,0.9,27.1,0.029
"742",2013-06-16,"02:30:00 PM",10401,15.8,0,6.364,4.5,2.7,0.6,2.8,27.1,0.087
"743",2013-06-16,"02:40:00 PM",10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",2013-06-16,"02:50:00 PM",10403,15.86,0,6.364,4.5,1.9,0,1.9,26.4,0.061
"745",2013-06-16,"03:00:00 PM",10404,15.87,0,6.364,4.5,1.1,0,1.1,26.7,0.035
"746",2013-06-16,"03:10:00 PM",10405,15.91,0,6.363,4.5,2.6,NA,2.6,26.7,0.083
"747",2013-06-16,"03:20:00 PM",10406,15.9,0,6.364,4.5,2.2,NA,2.2,26.7,0.071
"748",2013-06-16,"03:30:00 PM",10407,15.91,0,6.364,4.5,1.3,0,1.3,26.9,0.042
"749",2013-06-16,"03:40:00 PM",10408,15.93,0,6.364,4.5,2.5,NA,2.5,26.9,0.08
"750",2013-06-16,"03:50:00 PM",10409,15.93,0,6.364,4.5,4.4,1,4.5,27.3,0.142
"751",2013-06-16,"04:00:00 PM",10410,15.93,0,6.363,4.5,5.3,1.1,5.4,26.9,0.17
"752",2013-06-16,"04:10:00 PM",10411,15.97,0,6.363,4.5,4.2,0.9,4.3,27.1,0.135
"753",2013-06-16,"04:20:00 PM",10412,15.95,0,6.363,4.5,3.7,0.7,3.8,27.1,0.119
"754",2013-06-16,"04:30:00 PM",10413,15.94,0,6.363,4.5,4,1.1,4.1,27.1,0.128
"755",2013-06-16,"04:40:00 PM",10414,15.93,0,6.363,4.5,3.5,0.5,3.5,27.1,0.112
"756",2013-06-16,"04:50:00 PM",10415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",2013-06-16,"05:00:00 PM",10416,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",2013-06-16,"05:10:00 PM",10417,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",2013-06-16,"05:20:00 PM",10418,15.93,0,6.363,4.5,1.8,NA,1.8,26.7,0.058
"760",2013-06-16,"05:30:00 PM",10419,15.87,0,6.363,4.5,0.1,0,0.5,26.7,0.003
"761",2013-06-16,"05:40:00 PM",10420,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",2013-06-16,"05:50:00 PM",10421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",2013-06-16,"06:00:00 PM",10422,15.84,0,6.363,4.5,1.1,0,1.1,27.3,0.035
"764",2013-06-16,"06:10:00 PM",10423,15.82,0,6.363,4.5,0,0,0,28,0
"765",2013-06-16,"06:20:00 PM",10424,15.79,0,6.363,4.5,0.1,0,0.7,27.3,0.003
"766",2013-06-16,"06:30:00 PM",10425,15.77,0,6.363,4.5,0.7,0,0.8,27.3,0.022
"767",2013-06-16,"06:40:00 PM",10426,15.73,0,6.363,4.5,0.8,0,0.8,26.7,0.026
"768",2013-06-16,"06:50:00 PM",10427,15.67,0,6.363,4.5,0,0,0,27.1,0
"769",2013-06-16,"07:00:00 PM",10428,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",2013-06-16,"07:10:00 PM",10429,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",2013-06-16,"07:20:00 PM",10430,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",2013-06-16,"07:30:00 PM",10431,15.61,0,6.363,4.5,0,0,0,26.7,0
"773",2013-06-16,"07:40:00 PM",10432,15.58,0,6.363,4.5,0,0,0,26.7,0
"774",2013-06-16,"07:50:00 PM",10433,15.57,0,6.363,4.5,0.1,0,0.4,26.7,0.003
"775",2013-06-16,"08:00:00 PM",10434,15.53,0,6.363,4.5,1.2,0.1,1.2,26.2,0.038
"776",2013-06-16,"08:10:00 PM",10435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",2013-06-16,"08:20:00 PM",10436,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",2013-06-16,"08:30:00 PM",10437,15.46,0,6.363,4.5,3.6,1.4,3.9,26,0.116
"779",2013-06-16,"08:40:00 PM",10438,15.42,0,6.363,4.5,3.9,1.4,4.1,26.2,0.125
"780",2013-06-16,"08:50:00 PM",10439,15.31,0,6.363,4.5,2.5,0.7,2.6,26,0.08
"781",2013-06-16,"09:00:00 PM",10440,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",2013-06-16,"09:10:00 PM",10441,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",2013-06-16,"09:20:00 PM",10442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",2013-06-16,"09:30:00 PM",10443,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",2013-06-16,"09:40:00 PM",10444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",2013-06-16,"09:50:00 PM",10445,15.19,0,6.362,4.5,2.7,1.1,2.9,25.8,0.086
"787",2013-06-16,"10:00:00 PM",10446,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",2013-06-16,"10:10:00 PM",10447,15.2,0,6.362,4.5,1.2,0.3,1.2,25.4,0.038
"789",2013-06-16,"10:20:00 PM",10448,15.15,0,6.362,4.5,0,0,0,25.6,0
"790",2013-06-16,"10:30:00 PM",10449,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",2013-06-16,"10:40:00 PM",10450,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",2013-06-16,"10:50:00 PM",10451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",2013-06-16,"11:00:00 PM",10452,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",2013-06-16,"11:10:00 PM",10453,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",2013-06-16,"11:20:00 PM",10454,14.99,0,6.362,4.5,NA,0,0.5,25.4,0
"796",2013-06-16,"11:30:00 PM",10455,15,0,6.362,4.5,0.9,0,0.9,25.4,0.029
"797",2013-06-16,"11:40:00 PM",10456,14.98,0,6.361,4.5,1.9,0.3,1.9,24.9,0.061
"798",2013-06-16,"11:50:00 PM",10457,14.98,0,6.362,4.5,0.8,0,0.8,24.9,0.026
"799",2013-06-17,"12:00:00 AM",10458,14.99,0,6.362,4.5,1.2,0,1.2,25.2,0.038
"800",2013-06-17,"12:10:00 AM",10459,14.99,0,6.362,4.5,1.2,NA,1.2,24.9,0.038
"801",2013-06-17,"12:20:00 AM",10460,14.97,0,6.362,4.5,1,NA,1,24.7,0.032
"802",2013-06-17,"12:30:00 AM",10461,14.91,0,6.361,4.5,0.9,NA,0.9,25.4,0.029
"803",2013-06-17,"12:40:00 AM",10462,14.89,0,6.361,4.5,0.2,0,0.5,25.4,0.006
"804",2013-06-17,"12:50:00 AM",10463,14.87,0,6.361,4.5,0.6,NA,0.6,24.9,0.019
"805",2013-06-17,"01:00:00 AM",10464,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",2013-06-17,"01:10:00 AM",10465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",2013-06-17,"01:20:00 AM",10466,14.84,0,6.362,4.5,0,0,0,24.5,0
"808",2013-06-17,"01:30:00 AM",10467,14.85,0,6.361,4.5,0,0,0,24.9,0
"809",2013-06-17,"01:40:00 AM",10468,14.82,0,6.361,4.5,0,0,0,24.5,0
"810",2013-06-17,"01:50:00 AM",10469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",2013-06-17,"02:00:00 AM",10470,14.78,0,6.361,4.5,0,0,0,25.2,0
"812",2013-06-17,"02:10:00 AM",10471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",2013-06-17,"02:20:00 AM",10472,14.75,0,6.361,4.5,0,0,0,24.9,0
"814",2013-06-17,"02:30:00 AM",10473,14.74,0,6.361,4.5,0,0,0,25.2,0
"815",2013-06-17,"02:40:00 AM",10474,14.74,0,6.36,4.5,0,0,0,24.9,0
"816",2013-06-17,"02:50:00 AM",10475,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",2013-06-17,"03:00:00 AM",10476,14.66,0,6.36,4.5,0,0,0,25.2,0
"818",2013-06-17,"03:10:00 AM",10477,14.66,0,6.36,4.5,0,0,0,24.9,0
"819",2013-06-17,"03:20:00 AM",10478,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",2013-06-17,"03:30:00 AM",10479,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",2013-06-17,"03:40:00 AM",10480,14.67,0,6.36,4.5,0,0,0,25.2,0
"822",2013-06-17,"03:50:00 AM",10481,14.62,0,6.36,4.5,0,0,0,24.9,0
"823",2013-06-17,"04:00:00 AM",10482,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",2013-06-17,"04:10:00 AM",10483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",2013-06-17,"04:20:00 AM",10484,14.56,0,6.361,4.5,0,0,0,24.9,0
"826",2013-06-17,"04:30:00 AM",10485,14.56,0,6.361,4.5,0,0,0,24.7,0
"827",2013-06-17,"04:40:00 AM",10486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",2013-06-17,"04:50:00 AM",10487,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",2013-06-17,"05:00:00 AM",10488,14.53,0,6.361,4.5,0,0,0,24.3,0
"830",2013-06-17,"05:10:00 AM",10489,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",2013-06-17,"05:20:00 AM",10490,14.48,0,6.361,4.5,0,0,0,24.7,0
"832",2013-06-17,"05:30:00 AM",10491,14.44,0,6.361,4.5,0,0,0,24.5,0
"833",2013-06-17,"05:40:00 AM",10492,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",2013-06-17,"05:50:00 AM",10493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",2013-06-17,"06:00:00 AM",10494,14.4,0,6.36,4.5,0,0,0,24.7,0
"836",2013-06-17,"06:10:00 AM",10495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",2013-06-17,"06:20:00 AM",10496,14.34,0,6.361,4.5,0,0,0,25.2,0
"838",2013-06-17,"06:30:00 AM",10497,14.33,0,6.36,4.5,0,0,0,25.6,0
"839",2013-06-17,"06:40:00 AM",10498,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",2013-06-17,"06:50:00 AM",10499,14.3,0,6.359,4.5,0,0,0,25.4,0
"841",2013-06-17,"07:00:00 AM",10500,14.29,0,6.36,4.5,0,0,0,24.9,0
"842",2013-06-17,"07:10:00 AM",10501,14.27,0,6.36,4.5,0,0,0,24.7,0
"843",2013-06-17,"07:20:00 AM",10502,14.26,0,6.36,4.5,0,0,0,24.5,0
"844",2013-06-17,"07:30:00 AM",10503,14.24,0,6.359,4.5,0,0,0,24.1,0
"845",2013-06-17,"07:40:00 AM",10504,14.2,0,6.359,4.5,0,0,0,24.9,0
"846",2013-06-17,"07:50:00 AM",10505,14.18,0,6.358,4.5,0,0,0,24.7,0
"847",2013-06-17,"08:00:00 AM",10506,14.18,0,6.357,4.5,0,0,0,24.1,0
"848",2013-06-17,"08:10:00 AM",10507,14.17,0,6.356,4.5,0,0,0,24.3,0
"849",2013-06-17,"08:20:00 AM",10508,14.17,0,6.356,4.5,0.2,0,0.4,25.4,0.006
"850",2013-06-17,"08:30:00 AM",10509,14.19,0,6.356,4.5,1.2,0,1.2,26,0.038
"851",2013-06-17,"08:40:00 AM",10510,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852",2013-06-17,"08:50:00 AM",10511,14.19,0,6.355,4.5,2.7,0.7,2.8,24.7,0.085
"853",2013-06-17,"09:00:00 AM",10512,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",2013-06-17,"09:10:00 AM",10513,14.18,0,6.355,4.5,0,0,0,24.1,0
"855",2013-06-17,"09:20:00 AM",10514,14.15,0,6.355,4.5,0,0,0,24.3,0
"856",2013-06-17,"09:30:00 AM",10515,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",2013-06-17,"09:40:00 AM",10516,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",2013-06-17,"09:50:00 AM",10517,14.15,0,6.354,4.5,0.6,0,0.8,24.5,0.019
"859",2013-06-17,"10:00:00 AM",10518,14.14,0,6.354,4.5,0,0,0,24.7,0
"860",2013-06-17,"10:10:00 AM",10519,14.13,0,6.354,4.5,0,0,0,24.5,0
"861",2013-06-17,"10:20:00 AM",10520,14.11,0,6.354,4.5,0,0,0,25.2,0
"862",2013-06-17,"10:30:00 AM",10521,14.1,0,6.354,4.5,0,0,0,24.7,0
"863",2013-06-17,"10:40:00 AM",10522,14.12,0,6.354,4.5,0,0,0,24.9,0
"864",2013-06-17,"10:50:00 AM",10523,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865",2013-06-17,"11:00:00 AM",10524,14.15,0,6.353,4.5,0,0,0,25.6,0
"866",2013-06-17,"11:10:00 AM",10525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",2013-06-17,"11:20:00 AM",10526,14.23,0,6.353,4.5,0,0,0,26.4,0
"868",2013-06-17,"11:30:00 AM",10527,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869",2013-06-17,"11:40:00 AM",10528,14.36,0,6.353,4.5,0,0,0,26.7,0
"870",2013-06-17,"11:50:00 AM",10529,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871",2013-06-17,"12:00:00 PM",10530,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",2013-06-17,"12:10:00 PM",10531,14.52,0,6.353,4.5,0,0,0,25.6,0
"873",2013-06-17,"12:20:00 PM",10532,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",2013-06-17,"12:30:00 PM",10533,14.57,0,6.353,4.5,0,0,0,24.9,0
"875",2013-06-17,"12:40:00 PM",10534,14.58,0,6.353,4.5,0,0,0,24.9,0
"876",2013-06-17,"12:50:00 PM",10535,14.6,0,6.353,4.5,0.8,0,1.4,25.2,0.025
"877",2013-06-17,"01:00:00 PM",10536,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",2013-06-17,"01:10:00 PM",10537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879",2013-06-17,"01:20:00 PM",10538,14.69,0,6.353,4.5,2.7,NA,2.7,25.2,0.084
"880",2013-06-17,"01:30:00 PM",10539,14.72,0,6.353,4.5,2.7,0.1,2.7,25.4,0.084
"881",2013-06-17,"01:40:00 PM",10540,14.75,0,6.353,4.5,2.6,NA,2.6,25.6,0.081
"882",2013-06-17,"01:50:00 PM",10541,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",2013-06-17,"02:00:00 PM",10542,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",2013-06-17,"02:10:00 PM",10543,14.92,0,6.353,4.5,2.5,NA,2.5,25.4,0.078
"885",2013-06-17,"02:20:00 PM",10544,14.94,0,6.353,4.5,1.2,0,1.3,26,0.038
"886",2013-06-17,"02:30:00 PM",10545,14.96,0,6.353,4.5,0,0,0,26.2,0
"887",2013-06-17,"02:40:00 PM",10546,14.99,0,6.353,4.5,0,0,0,26.2,0
"888",2013-06-17,"02:50:00 PM",10547,15.04,0,6.353,4.5,0,0,0,25.6,0
"889",2013-06-17,"03:00:00 PM",10548,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",2013-06-17,"03:10:00 PM",10549,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891",2013-06-17,"03:20:00 PM",10550,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",2013-06-17,"03:30:00 PM",10551,15.07,0,6.353,4.5,0,0,0,26.2,0
"893",2013-06-17,"03:40:00 PM",10552,15.07,0,6.353,4.5,0,0,0,25.8,0
"894",2013-06-17,"03:50:00 PM",10553,15.09,0,6.353,4.5,0,0,0,26.2,0
"895",2013-06-17,"04:00:00 PM",10554,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896",2013-06-17,"04:10:00 PM",10555,15.09,0,6.352,4.5,0.6,0,0.8,26,0.019
"897",2013-06-17,"04:20:00 PM",10556,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",2013-06-17,"04:30:00 PM",10557,15.1,0,6.353,4.5,0.1,0,0.9,26,0.003
"899",2013-06-17,"04:40:00 PM",10558,15.12,0,6.353,4.5,1.5,0,1.6,26.2,0.047
"900",2013-06-17,"04:50:00 PM",10559,15.12,0,6.353,4.5,0,0,0,26.2,0
"901",2013-06-17,"05:00:00 PM",10560,15.11,0,6.353,4.5,0,0,0,26.2,0
"902",2013-06-17,"05:10:00 PM",10561,15.11,0,6.353,4.5,0,0,0,26.7,0
"903",2013-06-17,"05:20:00 PM",10562,15.08,0,6.352,4.5,0,0,0,26.4,0
"904",2013-06-17,"05:30:00 PM",10563,15.07,0,6.352,4.5,0,0,0,26.7,0
"905",2013-06-17,"05:40:00 PM",10564,15.05,0,6.353,4.5,0,0,0,27.1,0
"906",2013-06-17,"05:50:00 PM",10565,15.04,0,6.354,4.5,0,0,0,27.5,0
"907",2013-06-17,"06:00:00 PM",10566,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908",2013-06-17,"06:10:00 PM",10567,15.05,0,6.356,4.5,0,0,0,27.9,0
"909",2013-06-17,"06:20:00 PM",10568,15.01,0,6.353,4.5,0,0,0,27.5,0
"910",2013-06-17,"06:30:00 PM",10569,15,0,6.353,4.5,0,0,0,27.7,0
"911",2013-06-17,"06:40:00 PM",10570,15.01,0,6.352,4.5,0,0,0,27.1,0
"912",2013-06-17,"06:50:00 PM",10571,15,0,6.352,4.5,0,0,0,27.1,0
"913",2013-06-17,"07:00:00 PM",10572,14.99,0,6.352,4.5,0,0,0,27.3,0
"914",2013-06-17,"07:10:00 PM",10573,14.97,0,6.352,4.5,0,0,0,27.1,0
"915",2013-06-17,"07:20:00 PM",10574,14.97,0,6.352,4.5,0,0,0,28.2,0
"916",2013-06-17,"07:30:00 PM",10575,14.95,0,6.353,4.5,0.1,0,0.5,27.7,0.003
"917",2013-06-17,"07:40:00 PM",10576,14.91,0,6.373,4.5,0.6,0,0.7,27.5,0.02
"918",2013-06-17,"07:50:00 PM",10577,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919",2013-06-17,"08:00:00 PM",10578,14.89,0,6.353,4.5,1.7,0.4,1.7,26.9,0.053
"920",2013-06-17,"08:10:00 PM",10579,14.82,0,6.352,4.5,2.5,0.5,2.5,27.5,0.078
"921",2013-06-17,"08:20:00 PM",10580,14.83,0,6.352,4.5,0.4,0,0.4,26.9,0.012
"922",2013-06-17,"08:30:00 PM",10581,14.8,0,6.352,4.5,1.9,0.3,1.9,26.4,0.059
"923",2013-06-17,"08:40:00 PM",10582,14.79,0,6.353,4.5,1.3,0.1,1.3,26.7,0.041
"924",2013-06-17,"08:50:00 PM",10583,14.76,0,6.352,4.5,1.1,0.2,1.1,26.4,0.034
"925",2013-06-17,"09:00:00 PM",10584,14.76,0,6.352,4.5,3.3,1,3.4,26.2,0.103
"926",2013-06-17,"09:10:00 PM",10585,14.75,0,6.354,4.5,2.3,0.8,2.4,26.2,0.072
"927",2013-06-17,"09:20:00 PM",10586,14.73,0,6.352,4.5,2.3,0.8,2.4,26.2,0.072
"928",2013-06-17,"09:30:00 PM",10587,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929",2013-06-17,"09:40:00 PM",10588,14.7,0,6.353,4.5,3.3,1,3.4,26,0.103
"930",2013-06-17,"09:50:00 PM",10589,14.68,0,6.352,4.5,0.4,0,0.4,26.2,0.012
"931",2013-06-17,"10:00:00 PM",10590,14.65,0,6.352,4.5,0.4,0,0.5,26.2,0.012
"932",2013-06-17,"10:10:00 PM",10591,14.64,0,6.352,4.5,0.5,0,0.5,26,0.016
"933",2013-06-17,"10:20:00 PM",10592,14.59,0,6.352,4.5,NA,0,0.3,25.8,0
"934",2013-06-17,"10:30:00 PM",10593,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935",2013-06-17,"10:40:00 PM",10594,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936",2013-06-17,"10:50:00 PM",10595,14.59,0,6.352,4.5,1.1,0,1.1,24.7,0.034
"937",2013-06-17,"11:00:00 PM",10596,14.57,0,6.352,4.5,1.6,0.3,1.6,25.2,0.05
"938",2013-06-17,"11:10:00 PM",10597,14.53,0,6.352,4.5,2.6,0.5,2.6,25.4,0.081
"939",2013-06-17,"11:20:00 PM",10598,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940",2013-06-17,"11:30:00 PM",10599,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941",2013-06-17,"11:40:00 PM",10600,14.52,0,6.352,4.5,1.9,0.2,1.9,24.3,0.059
"942",2013-06-17,"11:50:00 PM",10601,14.47,0,6.352,4.5,1.3,NA,1.3,24.3,0.041
"943",2013-06-18,"12:00:00 AM",10602,14.47,0,6.352,4.5,1.3,0,1.3,24.7,0.041
"944",2013-06-18,"12:10:00 AM",10603,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945",2013-06-18,"12:20:00 AM",10604,14.42,0,6.352,4.5,0,0,0,25.2,0
"946",2013-06-18,"12:30:00 AM",10605,14.39,0,6.352,4.5,0,0,0,25.2,0
"947",2013-06-18,"12:40:00 AM",10606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",2013-06-18,"12:50:00 AM",10607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949",2013-06-18,"01:00:00 AM",10608,14.37,0,6.352,4.5,0,0,0,24.5,0
"950",2013-06-18,"01:10:00 AM",10609,14.38,0,6.352,4.5,0,0,0,25.2,0
"951",2013-06-18,"01:20:00 AM",10610,14.38,0,6.352,4.5,0,0,0,25.4,0
"952",2013-06-18,"01:30:00 AM",10611,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953",2013-06-18,"01:40:00 AM",10612,14.31,0,6.352,4.5,0,0,0,25.6,0
"954",2013-06-18,"01:50:00 AM",10613,14.31,0,6.352,4.5,0,0,0,25.8,0
"955",2013-06-18,"02:00:00 AM",10614,14.3,0,6.352,4.5,0,0,0,25.4,0
"956",2013-06-18,"02:10:00 AM",10615,14.31,0,6.352,4.5,0,0,0,25.6,0
"957",2013-06-18,"02:20:00 AM",10616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958",2013-06-18,"02:30:00 AM",10617,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959",2013-06-18,"02:40:00 AM",10618,14.27,0,6.352,4.5,0,0,0,24.9,0
"960",2013-06-18,"02:50:00 AM",10619,14.25,0,6.352,4.5,0.8,0,0.8,25.2,0.025
"961",2013-06-18,"03:00:00 AM",10620,14.25,0,6.351,4.5,1.2,0,1.3,25.2,0.037
"962",2013-06-18,"03:10:00 AM",10621,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963",2013-06-18,"03:20:00 AM",10622,14.15,0,6.352,4.5,0.2,0,0.6,24.7,0.006
"964",2013-06-18,"03:30:00 AM",10623,14.13,0,6.352,4.5,1.6,0,1.6,25.2,0.05
"965",2013-06-18,"03:40:00 AM",10624,14.11,0,6.352,4.5,1.5,0,1.5,25.2,0.047
"966",2013-06-18,"03:50:00 AM",10625,14.09,0,6.352,4.5,0.8,0,1,25.2,0.025
"967",2013-06-18,"04:00:00 AM",10626,14.07,0,6.352,4.5,0,0,0,24.9,0
"968",2013-06-18,"04:10:00 AM",10627,14.05,0,6.352,4.5,0,0,0,24.9,0
"969",2013-06-18,"04:20:00 AM",10628,NA,NA,NA,NA,NA,NA,NA,NA,NA
